State Name,District Name,Town Name,Total   Households ,Total Population of Town,pucca road,kuccha road,hsp,beds,doctors,paramed staff,dsp,phc,govt schools,pvt schools,govt colleges,pvt colleges,theatres,electricity,banks
TAMIL NADU,COIMBATORE,Thirumalayampalayam (TP),3375,12164,33.45,15,2,48,9,25,2,3,7,2,1,4,0,3326,1
TAMIL NADU,COIMBATORE,Perur Chettipalayam (CT),5004,17809,12,1,2,15,7,15,4,2,6,4,0,2,0,5512,3
TAMIL NADU,COIMBATORE,Malumichampatti (CT),3594,12936,20,22,1,15,6,17,2,2,5,0,0,2,0,4612,1
TAMIL NADU,COIMBATORE,Kinathukadavu (TP),2469,8653,32.501,1,2,32,6,24,6,3,12,2,0,1,0,2093,9
TAMIL NADU,COIMBATORE,Periya Negamam (TP),2101,7098,44.25,1,2,30,5,15,5,2,9,0,0,0,1,2558,4
TAMIL NADU,COIMBATORE,Pollachi (M),24755,90180,138.72,5,9,210,30,54,88,3,34,50,0,2,8,25864,31
TAMIL NADU,COIMBATORE,Zamin Uthukuli (TP),4566,16354,38.02,2,2,24,8,24,2,3,8,4,0,0,0,4595,4
TAMIL NADU,COIMBATORE,Suleeswaranpatti (TP),5680,20104,7,1,0,0,0,0,5,0,4,4,0,0,1,4603,3
TAMIL NADU,COIMBATORE,Samathur (TP),1735,5762,10,1,1,15,5,17,3,2,5,0,0,0,1,1252,2
TAMIL NADU,COIMBATORE,Anaimalai (TP),4933,17208,20,5,2,20,8,24,2,3,16,5,0,0,0,5617,5
TAMIL NADU,COIMBATORE,Odaiyakulam (TP),3895,13370,20,1,0,0,2,4,3,2,13,0,0,0,1,3942,5
TAMIL NADU,COIMBATORE,Vettaikaranpudur (TP),5152,17392,17.373,15,3,36,13,43,7,3,15,0,0,0,2,2052,7
TAMIL NADU,COIMBATORE,Kottur (TP),7769,26627,34.7,8,3,82,14,69,9,3,17,5,0,0,1,6459,5
TAMIL NADU,COIMBATORE,Koil palayam (CT),1421,5025,12,1,1,15,5,13,4,2,5,0,0,0,0,1631,1
TAMIL NADU,COIMBATORE,Achipatti (CT),2746,9849,60,1,2,27,4,17,4,2,4,11,0,1,0,2652,1
TAMIL NADU,COIMBATORE,Chinnampalayam (CT),2475,8695,10,1,0,0,0,0,1,0,2,0,0,0,0,3137,1
TAMIL NADU,COIMBATORE,Makkinampatti (CT),2280,8134,13.75,1,0,0,0,0,3,0,3,3,0,2,0,2966,3
TAMIL NADU,COIMBATORE,Valparai (M),19017,70859,29.7,1,4,75,30,115,12,3,70,35,1,0,0,23652,5
TAMIL NADU,TIRUPPUR,Muthur (TP),3948,13212,36.63,14,1,30,7,19,6,2,12,8,0,2,1,4114,5
TAMIL NADU,TIRUPPUR,Kangeyam (TP),9449,32147,60,10,6,54,13,33,26,3,13,7,0,0,3,12936,12
TAMIL NADU,TIRUPPUR,Vellakoil (M),12157,40359,174.5,1,9,30,10,31,16,2,27,14,0,0,3,16568,10
TAMIL NADU,TIRUPPUR,Rudravathi (TP),2147,6807,40.215,21,1,24,4,15,3,2,12,1,0,0,0,1436,4
TAMIL NADU,TIRUPPUR,Kannivadi (TP),1352,4385,46.66,9,1,7,7,44,2,2,9,1,0,0,0,1434,2
TAMIL NADU,TIRUPPUR,Mulanur (TP),4617,15223,60.335,24,1,30,8,22,7,2,19,0,0,0,0,6689,8
TAMIL NADU,TIRUPPUR,Kolathupalayam (TP),5457,17819,60.965,28,2,15,7,19,4,2,22,8,0,1,0,4557,2
TAMIL NADU,TIRUPPUR,Dharapuram (M),15842,56007,72.25,1,5,449,39,111,27,3,13,41,0,2,3,19982,13
TAMIL NADU,TIRUPPUR,Chinnakkampalayam (TP),3445,11546,19.74,19,1,15,7,19,2,2,13,0,0,0,2,3250,3
TAMIL NADU,TIRUPPUR,Kunnathur (TP),2588,8774,16.603,1,1,30,6,23,9,2,7,11,0,0,1,3477,5
TAMIL NADU,TIRUPPUR,Avanashi (TP),7443,28868,34.634,1,6,42,12,38,18,3,10,6,0,0,3,9292,13
TAMIL NADU,TIRUPPUR,Thirumuruganpoondi (TP),8789,31528,40,2,2,31,16,38,15,0,9,9,0,0,3,14004,5
TAMIL NADU,TIRUPPUR,Uthukuli (TP),3000,10130,26.79,1,1,30,7,20,4,2,12,5,0,0,1,3925,4
TAMIL NADU,TIRUPPUR,Vellaravalli (CT),1546,5070,6,2,0,0,0,0,2,0,4,0,0,0,0,958,1
TAMIL NADU,TIRUPPUR,Perumanallur (CT),2085,7356,19.5,2,4,24,8,26,5,3,8,8,0,0,0,2097,3
TAMIL NADU,TIRUPPUR,Palangarai (CT),4781,17248,36,1,0,0,0,0,1,0,10,5,0,2,0,4702,2
TAMIL NADU,TIRUPPUR,Sembianallur (CT),2122,7586,15,2,1,15,5,17,3,2,3,5,0,0,0,2572,2
TAMIL NADU,TIRUPPUR,Velayudampalayam (CT),2607,9192,21,7,1,15,5,19,3,2,9,3,0,0,0,2948,2
TAMIL NADU,TIRUPPUR,Chengappalli (CT),1973,6587,22,8,1,15,5,17,3,2,10,4,0,0,0,1459,3
TAMIL NADU,TIRUPPUR,Morattupalayam (CT),1681,5798,18,4,1,15,5,17,2,2,7,0,0,0,0,1860,2
TAMIL NADU,TIRUPPUR,Sircar Periapalayam (CT),1704,5986,7,3,1,15,5,17,3,2,10,8,0,0,0,2165,1
TAMIL NADU,TIRUPPUR,Velampalayam (M),24381,87427,95.4,1,10,20,11,30,15,3,21,24,0,0,4,29019,6
TAMIL NADU,TIRUPPUR,S.Nallur (M),19499,70115,98,1,3,82,7,16,9,2,13,24,1,1,2,12970,6
TAMIL NADU,TIRUPPUR,Tiruppur (M.Corp),124617,444352,445,1,56,480,43,375,550,5,89,152,2,5,28,100262,47
TAMIL NADU,TIRUPPUR,Kanakkampalayam (CT),3386,12160,11,2,0,0,0,0,2,0,7,4,0,0,0,2423,3
TAMIL NADU,TIRUPPUR,Neripperichal (CT),14873,53579,10,1,1,0,0,0,10,0,16,4,0,0,0,10823,5
TAMIL NADU,TIRUPPUR,Chettipalayam (CT),10439,37620,25,1,1,0,0,0,7,0,8,16,0,0,0,12823,5
TAMIL NADU,TIRUPPUR,Thottipalayam (CT),11354,40503,72,1,1,50,4,8,15,2,41,20,0,0,7,12574,16
TAMIL NADU,TIRUPPUR,Mannarai (CT),4796,17261,10,1,0,0,0,0,10,0,5,4,0,0,1,5555,3
TAMIL NADU,TIRUPPUR,Mangalam (CT),4782,17699,10,3,2,64,8,25,5,3,9,4,0,0,1,4276,3
TAMIL NADU,TIRUPPUR,Andipalayam (CT),7010,25539,12,2,5,15,6,15,10,2,5,7,0,2,0,6091,4
TAMIL NADU,TIRUPPUR,Iduvai (CT),2183,8006,7,1,0,0,0,0,1,0,9,6,0,0,0,2234,3
TAMIL NADU,TIRUPPUR,Muruganpalayam (CT),7475,26349,17,1,1,60,7,19,4,2,7,3,0,0,2,4345,3
TAMIL NADU,TIRUPPUR,Muthanampalayam (CT),7246,26014,83,60,0,0,0,0,6,0,12,14,0,0,0,5710,4
TAMIL NADU,TIRUPPUR,Veerapandi (CT),13957,50301,6,1,2,15,8,21,23,2,13,7,0,0,1,7644,9
TAMIL NADU,TIRUPPUR,Samalapuram (TP),5938,20691,33,28,1,12,8,26,2,2,10,9,0,0,0,5265,3
TAMIL NADU,TIRUPPUR,Palladam (M),12054,42225,73.87,1,4,115,21,48,22,3,20,17,0,1,3,11502,14
TAMIL NADU,TIRUPPUR,Karaipudur (CT),8157,28602,26,3,0,0,0,0,4,0,12,8,0,1,1,7629,3
TAMIL NADU,TIRUPPUR,Manickapuram (CT),1739,6215,20.49,2,0,0,0,0,1,0,5,0,0,0,0,1021,1
TAMIL NADU,TIRUPPUR,Semmipalayam (CT),2380,8429,18,3,1,18,5,16,4,2,6,6,0,0,0,2282,2
TAMIL NADU,TIRUPPUR,Udumalaipettai  (M),17132,61133,90.32,1,6,192,23,138,66,3,31,29,1,0,4,21500,14
TAMIL NADU,TIRUPPUR,Dhali (TP),1768,5874,10,8,0,0,0,0,1,0,4,0,0,0,0,1404,5
TAMIL NADU,TIRUPPUR,Periakottai (CT),4699,17356,33,10,0,0,0,0,4,0,5,4,0,0,0,5252,1
TAMIL NADU,TIRUPPUR,Kanakkampalayam (CT),4699,16459,3,2,0,0,0,0,2,0,4,1,0,1,0,5717,1
TAMIL NADU,TIRUPPUR,Poolankinar (CT),1314,4849,5,3,1,10,5,17,4,2,2,1,0,0,0,1652,3
TAMIL NADU,TIRUPPUR,Kaniyur (TP),1802,6180,6,1,1,15,6,19,3,2,6,4,0,0,0,1863,4
TAMIL NADU,TIRUPPUR,Madathukulam (TP),5761,20620,25,1,6,21,10,30,7,3,19,8,0,0,5,5021,6
TAMIL NADU,TIRUPPUR,Komaralingam (TP),3854,13642,17.85,12,1,31,7,19,5,2,8,0,0,0,0,2030,4
TAMIL NADU,TIRUPPUR,Sankaramanallur (TP),2995,10283,27.5,1,1,15,7,19,4,2,12,1,0,0,1,3339,4
