State Name,District Name,Town Name,Total   Households ,Total Population of Town,pucca road,kuccha road,hsp,beds,doctors,paramed staff,dsp,phc,govt schools,pvt schools,govt colleges,pvt colleges,theatres,electricity,banks
TAMIL NADU,TIRUNELVELI,Nallur (CT),2228,7828,5,0,0,0,0,0,1,0,0,14,0,2,0,2770,2
TAMIL NADU,TIRUNELVELI,Sankarnagar (TP),1854,7095,15.25,4,1,15,5,17,2,2,2,6,0,1,0,2293,1
TAMIL NADU,TIRUNELVELI,Naranammalpuram (TP),4580,17094,25.91,0,1,15,6,15,9,2,8,5,0,0,0,5931,1
TAMIL NADU,TIRUNELVELI,Tirunelveli (M Corp.),120466,473637,609.79,5,17,699,372,661,49,13,84,59,5,3,11,149388,53
TAMIL NADU,TIRUNELVELI,Alwarkurichi (TP),2793,10045,21.466,4,2,15,7,14,3,2,8,1,1,0,1,3360,4
TAMIL NADU,TIRUNELVELI,Mukkudal (TP),4137,14983,18.31,0,2,13,10,28,6,3,7,4,0,0,1,4380,3
TAMIL NADU,TIRUNELVELI,Vikramasingapuram (M),13558,47241,60.303,6,4,90,24,64,11,3,15,21,1,0,1,17190,9
TAMIL NADU,TIRUNELVELI,Ambasamudram (M),9845,35645,63.626,4,5,59,24,64,16,3,16,29,0,1,3,11478,11
TAMIL NADU,TIRUNELVELI,Cheranmadevi (TP),4756,18327,40.9,2,4,63,15,54,8,3,7,28,0,3,1,6091,4
TAMIL NADU,TIRUNELVELI,Veeravanallur (TP),5317,19585,30.569,5,2,20,9,28,3,3,4,23,0,0,1,6653,4
TAMIL NADU,TIRUNELVELI,Kalladaikurichi (TP),7364,26398,30.35,3,2,20,9,32,13,3,8,9,0,0,1,8535,6
TAMIL NADU,TIRUNELVELI,Manimutharu (TP),3085,11323,41,0,2,24,10,28,2,3,6,16,0,0,0,3952,3
TAMIL NADU,TIRUNELVELI,Pathamadai (TP),4166,16625,18,8,3,40,11,33,7,3,12,3,0,0,0,4931,3
TAMIL NADU,TIRUNELVELI,Melacheval (TP),2181,8435,21.431,9,1,15,5,18,3,2,12,0,0,0,0,2785,4
TAMIL NADU,TIRUNELVELI,Gopalasamudram (TP),2890,10694,24,3,1,15,7,19,4,2,9,1,0,0,0,3534,2
TAMIL NADU,TIRUNELVELI,Kadayam (CT) ,1533,5430,12,0,1,20,6,21,8,3,4,0,0,0,0,2389,7
TAMIL NADU,TIRUNELVELI,Kila Ambur (CT),1747,6233,15,0,0,0,0,0,1,0,2,0,0,0,0,1863,3
TAMIL NADU,TIRUNELVELI,Sivanthipuram (CT),4187,14281,20,10,0,0,0,0,1,0,4,0,0,0,0,5182,3
TAMIL NADU,TIRUNELVELI,Moolakaraipatti (TP),2899,11112,22,4,2,13,8,24,5,3,12,6,0,1,0,3774,3
TAMIL NADU,TIRUNELVELI,Kalakad (TP),8098,30921,51,0,2,18,6,15,11,2,21,3,0,0,2,11239,7
TAMIL NADU,TIRUNELVELI,Nanguneri (TP),1753,6640,25.09,15,3,80,19,64,6,3,11,1,0,0,0,2260,7
TAMIL NADU,TIRUNELVELI,Eruvadi (TP),4239,18067,30.55,10,3,40,8,27,7,3,17,6,0,0,0,5238,9
TAMIL NADU,TIRUNELVELI,Thirukarungudi (TP),2576,9342,26.376,0,2,40,8,28,3,3,12,0,0,0,0,3208,2
TAMIL NADU,TIRUNELVELI,Vadakkuvalliyur (TP),7760,29417,19.64,8,4,24,7,29,13,2,27,21,0,2,2,9547,10
TAMIL NADU,TIRUNELVELI,Panagudi (TP),7733,29895,19.7,8,3,40,9,28,4,3,11,12,0,0,0,9475,9
TAMIL NADU,TIRUNELVELI,Thisayanvilai (TP),5881,23702,8,2,4,25,8,28,13,3,3,9,1,0,0,8814,8
TAMIL NADU,TIRUNELVELI,Terkukallikulam (CT),1625,5980,22.4,0,1,30,4,13,2,2,8,0,0,1,0,1815,2
TAMIL NADU,TIRUNELVELI,Vaddakkankulam (CT),2473,9220,30,0,3,13,8,29,7,3,22,0,0,2,0,2741,5
TAMIL NADU,TIRUNELVELI,Overi (CT),1281,5694,20,3,0,0,0,0,1,0,0,12,0,0,0,1936,1
TAMIL NADU,TIRUNELVELI,Kuthankuzhi (CT),1205,5118,15,0,1,15,5,13,2,2,6,0,0,1,0,1473,1
TAMIL NADU,KANNIYAKUMARI,Kadayal (TP),5512,21665,42,63,1,57,7,18,10,2,4,3,0,0,0,7411,4
TAMIL NADU,KANNIYAKUMARI,Arumanai (TP),4236,16283,30,6,3,80,13,43,5,3,6,2,0,1,0,4952,6
TAMIL NADU,KANNIYAKUMARI,Edaicode (TP),6528,25378,22.15,13,2,20,10,30,5,3,5,10,0,1,0,6883,4
TAMIL NADU,KANNIYAKUMARI,Palugal (TP),4429,18276,10,28,2,15,7,15,3,2,6,2,0,1,0,5306,3
TAMIL NADU,KANNIYAKUMARI,Kaliyakkavilai (TP),3892,15625,16.5,25,0,10,4,14,4,2,3,9,0,0,0,4965,5
TAMIL NADU,KANNIYAKUMARI,Pacode (TP),6237,24050,45,38,0,0,0,0,2,0,17,4,0,0,0,7290,4
TAMIL NADU,KANNIYAKUMARI,Kuzhithurai (M),5519,21307,35,5,5,40,13,34,12,3,13,28,0,3,1,10482,11
TAMIL NADU,KANNIYAKUMARI,Unnamalaikadai (TP),5969,23656,48.21,8,0,0,0,0,1,0,6,8,0,0,0,6495,6
TAMIL NADU,KANNIYAKUMARI,Nalloor (TP),4480,17989,45.198,9,1,15,7,20,6,2,8,5,0,0,1,4852,7
TAMIL NADU,KANNIYAKUMARI,Kollancode (TP),8514,38385,42,24,4,24,10,29,4,3,10,55,0,1,0,9456,5
TAMIL NADU,KANNIYAKUMARI,Ezhudesam (TP),6114,24657,53,43,1,15,6,18,4,2,16,3,0,1,0,7355,7
TAMIL NADU,KANNIYAKUMARI,Puthukkadai (TP),2537,9909,14.5,1,0,0,0,0,2,0,3,2,0,0,0,3211,4
TAMIL NADU,KANNIYAKUMARI,Killiyoor (TP),5479,20938,46.12,46,4,20,10,31,4,3,3,6,0,1,0,6496,7
TAMIL NADU,KANNIYAKUMARI,Keezhkulam (TP),4297,17327,45,8,1,15,7,26,3,2,11,5,0,0,0,5825,4
TAMIL NADU,KANNIYAKUMARI,Karungal (TP),4368,16691,87.2,52,3,30,10,35,10,3,13,4,0,2,0,6193,4
TAMIL NADU,KANNIYAKUMARI,Palappallam (TP),4842,18589,35.5,25,1,0,0,0,1,0,6,20,0,0,0,6207,2
TAMIL NADU,KANNIYAKUMARI,Puliyoorsalai (CT),1614,6361,5,2,0,0,0,0,1,0,3,0,0,0,1,2045,2
TAMIL NADU,KANNIYAKUMARI,Manjalumoodu (CT),1840,6840,6,1,0,0,0,0,1,0,1,4,0,1,0,2059,2
TAMIL NADU,KANNIYAKUMARI,Muzhucode (CT),2075,8000,5,1,0,0,0,0,1,0,1,0,0,0,0,2442,2
TAMIL NADU,KANNIYAKUMARI,Malayadi (CT),2083,7812,11,6,1,0,0,0,2,0,10,0,0,0,0,2235,4
TAMIL NADU,KANNIYAKUMARI,Vanniyoor (CT),1183,4319,3,1,0,0,0,0,1,0,3,0,0,0,0,1501,1
TAMIL NADU,KANNIYAKUMARI,Maruthancode (CT),2173,8277,4,2,1,10,3,12,1,2,3,3,0,0,2,2623,1
TAMIL NADU,KANNIYAKUMARI,Vellamcode (CT),3279,12715,5,2,0,0,0,0,1,0,4,2,0,0,0,3551,2
TAMIL NADU,KANNIYAKUMARI,Kulappuram  (CT),1990,7677,12,1,0,0,0,0,1,0,1,5,0,0,0,2572,1
TAMIL NADU,KANNIYAKUMARI,Adaikkakuzhi (CT),2263,8888,12,1,0,0,0,0,1,0,2,0,0,0,0,2610,1
TAMIL NADU,KANNIYAKUMARI,Methukummal (CT),5002,19417,41,1,0,0,0,0,1,0,1,3,0,0,0,5792,2
TAMIL NADU,KANNIYAKUMARI,Vilavancode (CT)  ,1760,6731,4,1,0,0,0,0,1,0,1,0,0,0,0,2489,1
TAMIL NADU,KANNIYAKUMARI,Choozhal (CT),1799,6807,10.05,6,1,7,4,14,6,2,5,0,0,0,0,2678,7
TAMIL NADU,KANNIYAKUMARI,Nadaikavu (CT),2236,8727,12,1,0,0,0,0,2,0,2,2,0,0,0,2589,1
TAMIL NADU,KANNIYAKUMARI,Vavarai (CT),2250,8362,12,1,0,0,0,0,1,0,4,3,0,0,0,2583,1
TAMIL NADU,KANNIYAKUMARI,Mancad (CT),1320,4889,12,1,2,10,6,20,2,2,2,0,0,0,0,1668,4
TAMIL NADU,KANNIYAKUMARI,Vilathurai (CT),5171,19758,55,4,3,9,7,19,5,2,14,7,0,0,0,6548,7
TAMIL NADU,KANNIYAKUMARI,Nattalam  (CT),2054,7674,12,1,1,10,4,15,2,1,5,7,0,1,0,2594,3
TAMIL NADU,KANNIYAKUMARI,Painkulam  (CT),5638,23630,18,7,3,30,7,18,5,2,13,10,0,0,0,7012,5
TAMIL NADU,KANNIYAKUMARI,Paloor (CT),1761,6818,4,1,1,10,3,10,2,2,1,0,0,0,0,2388,1
TAMIL NADU,KANNIYAKUMARI,Midalam (CT)  ,2204,8625,12,8,1,18,5,20,2,2,7,0,0,0,0,2880,4
TAMIL NADU,KANNIYAKUMARI,Mathicode (CT),1775,6532,12.5,6,1,7,4,15,2,2,7,0,0,0,0,2155,3
TAMIL NADU,KANNIYAKUMARI,Thirparappu (TP),5839,22401,47.6,20,1,0,0,0,1,0,6,2,0,0,0,6883,7
TAMIL NADU,KANNIYAKUMARI,Ponmanai (TP),4068,15554,29.654,4,0,0,0,0,1,0,6,2,0,1,0,4386,3
TAMIL NADU,KANNIYAKUMARI,Kulasekaram (TP),4421,17267,30.03,18,3,70,14,31,12,3,6,11,0,2,0,5619,14
TAMIL NADU,KANNIYAKUMARI,Thiruvattar (TP),4836,18985,20,15,3,24,10,30,4,3,7,3,0,0,0,5682,4
TAMIL NADU,KANNIYAKUMARI,Athur (TP),3047,11910,41.11,7,0,10,4,16,2,2,4,4,0,3,0,2987,3
TAMIL NADU,KANNIYAKUMARI,Verkilambi (TP),5044,19730,41,25,2,0,0,0,3,0,9,4,0,0,0,5962,4
TAMIL NADU,KANNIYAKUMARI,Kumarapuram (TP),3653,14728,31.85,2,0,0,0,0,2,0,7,12,0,0,0,4703,4
TAMIL NADU,KANNIYAKUMARI,Kothanallur (TP),4514,17662,43.41,3,2,40,10,29,4,3,7,2,0,0,0,5090,5
TAMIL NADU,KANNIYAKUMARI,Valvaithankoshtam (TP),4406,16965,32,4,1,15,6,16,4,2,1,5,0,0,0,5812,6
TAMIL NADU,KANNIYAKUMARI,Mulagumudu (TP),5041,19538,30,22,2,0,0,0,3,0,11,3,0,0,0,6287,3
TAMIL NADU,KANNIYAKUMARI,Vilavur (TP),3725,14320,49,2,0,12,4,8,1,4,36,4,0,3,0,4629,2
TAMIL NADU,KANNIYAKUMARI,Padmanabhapuram (M),5549,21342,9,31,5,116,18,88,11,3,9,5,0,0,0,8516,11
TAMIL NADU,KANNIYAKUMARI,Thiruvithancode (TP),4469,18723,68.675,10,3,20,8,24,8,3,7,5,0,1,0,5359,6
TAMIL NADU,KANNIYAKUMARI,Kappiyarai (TP),4045,15998,35.45,24,1,15,7,16,2,2,9,8,0,1,0,5018,3
TAMIL NADU,KANNIYAKUMARI,Eraniel (TP),2681,10375,12,26,0,10,4,8,4,2,11,3,0,0,0,3714,3
TAMIL NADU,KANNIYAKUMARI,Villukuri (TP),4037,15304,24,30,1,15,6,16,2,2,6,2,0,0,0,5233,3
TAMIL NADU,KANNIYAKUMARI,Neyyoor (TP),3430,12917,35.73,14,1,36,8,22,3,2,3,4,0,0,0,4496,2
TAMIL NADU,KANNIYAKUMARI,Reethapuram (TP),5210,21177,54.1,34,2,0,0,0,4,0,7,14,0,0,0,6483,5
TAMIL NADU,KANNIYAKUMARI,Kallukuttam (TP),4815,19093,58.99,19,2,30,7,16,5,2,5,15,0,1,0,6146,6
TAMIL NADU,KANNIYAKUMARI,Thingalnagar (TP),3538,13567,9.8,7,1,30,7,15,6,2,4,4,0,0,1,4783,5
TAMIL NADU,KANNIYAKUMARI,Alur (TP),3882,15063,54.2,1,0,0,0,0,3,0,5,4,0,4,0,4604,3
TAMIL NADU,KANNIYAKUMARI,Colachel (M),5205,23227,28.7,4,5,58,17,53,7,3,6,5,0,0,0,6623,5
TAMIL NADU,KANNIYAKUMARI,Mandaikadu (TP),3444,13317,15.1,9,1,39,6,16,3,2,6,1,0,1,0,4143,5
TAMIL NADU,KANNIYAKUMARI,Manavalakurichi (TP),2636,10969,24,8,1,21,7,18,4,4,6,6,0,0,0,3584,8
TAMIL NADU,KANNIYAKUMARI,Vellimalai (TP),3436,13182,20.34,10,0,0,0,0,4,0,6,4,0,3,0,4228,3
TAMIL NADU,KANNIYAKUMARI,Ayacode (CT),2351,8874,7,25,0,0,0,0,1,0,5,0,0,0,0,2998,3
TAMIL NADU,KANNIYAKUMARI,Kattathurai (CT),4476,17271,10,1,0,0,0,0,1,0,3,3,0,0,0,4599,3
TAMIL NADU,KANNIYAKUMARI,Kannanoor (CT),2010,7747,7,9,1,15,5,18,2,2,1,0,0,0,0,2087,2
TAMIL NADU,KANNIYAKUMARI,Thikkanamcode (CT),3629,14086,20,2,0,0,0,0,2,0,3,2,0,2,0,4289,9
TAMIL NADU,KANNIYAKUMARI,Nullivilai (CT),4165,16138,10,2,1,15,6,16,3,2,6,2,0,0,0,4892,4
TAMIL NADU,KANNIYAKUMARI,Athivilai (CT),2033,7401,8,4,1,15,4,16,3,2,2,5,0,0,0,2618,3
TAMIL NADU,KANNIYAKUMARI,Kattimancode (CT),2221,8541,5,6,1,15,5,18,2,2,5,2,0,0,0,3159,2
TAMIL NADU,KANNIYAKUMARI,Azhagiapandipuram (TP),3146,11392,89.5,53,0,0,0,0,1,0,8,0,0,0,0,3920,6
TAMIL NADU,KANNIYAKUMARI,Boothapandi (TP),4280,15931,28,8,3,154,22,72,5,3,11,12,0,0,0,5103,2
TAMIL NADU,KANNIYAKUMARI,Aralvaimozhi (TP),6206,22846,42.8,22,2,40,9,34,6,3,9,1,0,7,0,7525,6
TAMIL NADU,KANNIYAKUMARI,Thazhakudy (TP),2503,8992,21.13,8,0,0,0,0,1,0,6,1,0,0,0,2991,3
TAMIL NADU,KANNIYAKUMARI,Thadikarankonam (CT),1640,6241,12,1,3,24,8,19,2,3,9,3,0,0,0,1825,1
TAMIL NADU,KANNIYAKUMARI,Chenbagaramanputhur  (CT),1421,5028,20,10,2,10,7,24,2,3,5,1,0,3,0,1826,1
TAMIL NADU,KANNIYAKUMARI,Marungur (TP),3148,11236,9,8,2,20,8,24,5,3,3,2,0,2,0,4004,4
TAMIL NADU,KANNIYAKUMARI,Therur (TP),2148,7615,18.5,8,1,23,6,16,3,2,3,3,0,1,0,2771,3
TAMIL NADU,KANNIYAKUMARI,Nagercoil (M),59997,224849,194.32,4,13,340,42,122,62,3,29,30,5,7,8,90475,49
TAMIL NADU,KANNIYAKUMARI,Asaripallam (TP),4457,16822,30,13,3,83,23,70,6,3,7,5,1,1,0,5952,3
TAMIL NADU,KANNIYAKUMARI,Suchindrum (TP),3644,13193,30,15,0,0,0,0,4,0,4,9,0,0,0,4754,7
TAMIL NADU,KANNIYAKUMARI,Ganapathipuram (TP),3880,14598,29.7,8,2,40,9,26,2,3,5,6,0,3,0,5199,4
TAMIL NADU,KANNIYAKUMARI,Mylaudy (TP),2661,10070,20.4,2,2,15,9,21,6,2,4,4,0,0,0,3432,2
TAMIL NADU,KANNIYAKUMARI,Alagappapuram (TP),2656,9626,89.5,50,2,20,8,36,2,3,2,3,0,1,0,3450,4
TAMIL NADU,KANNIYAKUMARI,Anjugrammam (TP),2915,10982,25,5,0,16,4,8,5,2,8,0,0,0,0,3871,15
TAMIL NADU,KANNIYAKUMARI,Kottaram (TP),2952,11055,19,19,2,24,10,34,6,3,5,0,0,0,0,3609,2
TAMIL NADU,KANNIYAKUMARI,Thengampudur (TP),3849,14538,32.36,10,0,0,0,0,2,0,10,8,0,3,0,4589,5
TAMIL NADU,KANNIYAKUMARI,Puthalam (TP),3417,13073,8,9,1,30,7,27,2,2,5,1,0,0,0,4166,6
TAMIL NADU,KANNIYAKUMARI,Agastheeswaram (TP),2620,9717,4,38,2,40,7,26,3,3,10,3,0,2,0,3267,4
TAMIL NADU,KANNIYAKUMARI,Thenthamaraikulam (TP),3100,11872,25.15,10,1,9,7,19,3,2,7,1,0,0,0,4135,5
TAMIL NADU,KANNIYAKUMARI,Kanniyakumari (TP),5525,22453,22.684,2,5,106,20,74,7,3,7,9,0,1,0,6901,10
TAMIL NADU,KANNIYAKUMARI,Putheri (CT),1577,5576,4,2,2,16,5,10,2,2,3,0,0,0,4,1841,3
TAMIL NADU,KANNIYAKUMARI,Gandipuram (CT),1625,6106,6,1,1,7,4,13,3,2,3,2,0,0,0,1710,3
TAMIL NADU,KANNIYAKUMARI,Peruvilai (CT),1608,6090,5,3,0,0,0,0,1,0,4,4,0,0,0,2044,1
TAMIL NADU,KANNIYAKUMARI,Dharamapuram  (CT),4457,17476,4,1,0,0,0,0,1,0,10,3,0,0,0,5438,2
TAMIL NADU,KANNIYAKUMARI,Pallanthurai (CT),1324,5386,12,1,1,15,4,15,2,2,0,5,0,0,0,1398,2
TAMIL NADU,KANNIYAKUMARI,Manakudi (CT),1026,4083,12,2,1,8,4,17,2,2,2,2,0,0,0,1300,2
TAMIL NADU,DHARMAPURI,Marandahalli (TP),3179,12451,9.95,5,4,20,9,27,12,3,10,3,0,0,1,4190,5
TAMIL NADU,DHARMAPURI,Kariamangalam (TP),3398,13511,29.935,5,2,28,9,26,12,3,13,7,0,0,2,3958,3
TAMIL NADU,DHARMAPURI,Palakkodu (TP),4948,20959,18.8,3,13,76,15,61,13,3,9,4,0,0,2,6223,12
TAMIL NADU,DHARMAPURI,Kambainallur (TP),3024,12194,36.515,8,2,20,9,22,2,3,8,3,0,0,0,3366,33
TAMIL NADU,DHARMAPURI,Harur (TP),6607,25469,26.51,7,5,32,13,42,14,3,12,6,1,1,3,7938,5
TAMIL NADU,DHARMAPURI,Kadathur (TP),2811,11382,20.76,9,2,13,8,19,10,3,10,5,0,0,0,1877,3
TAMIL NADU,DHARMAPURI,B.Mallapuram (TP),3213,12705,28.9,18,0,10,4,8,5,2,11,9,0,1,1,3648,6
TAMIL NADU,DHARMAPURI,Pappireddipatti (TP),2458,9369,9,39,3,30,10,37,7,3,11,7,1,0,1,2660,4
TAMIL NADU,DHARMAPURI,Dharmapuri (M),17136,68619,60.742,1,3,41,11,30,48,2,15,23,2,0,8,22587,20
TAMIL NADU,DHARMAPURI,Hale-Dharmapuri (CT),1231,4902,3,1,0,0,0,0,1,0,4,0,0,1,0,1532,1
TAMIL NADU,DHARMAPURI,Lakkiampatti (CT),10193,39697,8,12,1,0,0,0,35,0,20,15,0,0,8,14033,33
TAMIL NADU,DHARMAPURI,Papparapatti (TP),3014,12174,20.12,2,1,20,8,24,8,3,8,4,0,0,1,3447,3
TAMIL NADU,DHARMAPURI,Pennagaram (TP),4252,17480,33.16,1,3,30,12,38,3,3,16,0,0,1,1,5675,5
TAMIL NADU,KRISHNAGIRI,Hosur (M),29255,116821,72.11,5,7,515,56,171,32,5,23,22,0,4,5,34704,24
TAMIL NADU,KRISHNAGIRI,Mathigiri (TP),5627,23129,33.25,6,1,0,0,0,4,0,17,0,0,0,0,5923,2
TAMIL NADU,KRISHNAGIRI,Zuzuvadi (CT),8728,32474,5,6,2,0,0,0,5,0,5,9,0,0,0,9216,3
TAMIL NADU,KRISHNAGIRI,Avalapalli (CT),4478,17859,23.14,2,0,0,0,0,1,0,11,4,0,0,0,4883,1
TAMIL NADU,KRISHNAGIRI,Mookondapalli (CT),10624,39245,4,0,2,0,1,3,5,0,4,6,0,1,1,11135,6
TAMIL NADU,KRISHNAGIRI,Bargur (TP),3760,16366,29.95,2,2,40,10,27,9,3,9,15,1,0,1,4577,6
TAMIL NADU,KRISHNAGIRI,Krishnagiri (M),16386,71323,18.24,25,6,117,84,105,54,3,23,45,2,2,7,23654,33
TAMIL NADU,KRISHNAGIRI,Kaveripattinam (TP),3721,15006,39.169,2,2,40,9,30,21,3,7,2,0,0,1,5165,12
TAMIL NADU,KRISHNAGIRI,Venkatapuram (CT),1764,7430,6,4,0,0,0,0,1,0,6,8,0,0,0,2231,1
TAMIL NADU,KRISHNAGIRI,Kattiganapalli (CT),5518,22714,5,10,2,0,0,0,25,0,0,20,2,0,0,1670,2
TAMIL NADU,KRISHNAGIRI,Kelamangalam (TP),3098,13321,16.19,3,2,13,8,24,5,3,7,13,0,0,2,3394,5
TAMIL NADU,KRISHNAGIRI,Denkanikottai (TP),5393,24252,30.19,6,4,80,23,42,13,3,10,17,0,0,2,5851,7
TAMIL NADU,KRISHNAGIRI,Nagojanahalli (TP),2483,9953,17.49,5,3,22,10,32,5,3,11,2,0,0,0,1508,3
TAMIL NADU,KRISHNAGIRI,Uthangarai (TP),4359,18470,7,5,4,70,18,60,10,3,12,6,1,0,3,5612,4
TAMIL NADU,COIMBATORE,Sirumugai (TP),5294,18223,23.86,10,4,28,10,27,8,3,17,2,0,0,1,6599,9
TAMIL NADU,COIMBATORE,Mettupalayam (M),18423,69213,73.941,6,10,136,25,114,26,3,25,12,0,1,3,25670,11
TAMIL NADU,COIMBATORE,Karamadai (TP),9792,35166,30.7,25,4,40,10,33,23,3,16,14,0,1,1,11424,9
TAMIL NADU,COIMBATORE,Mopperipalayam (TP),3094,10923,28,1,1,15,7,16,3,2,11,2,0,0,0,3645,3
TAMIL NADU,COIMBATORE,Karumathampatti (TP),10071,35062,17.38,35,2,30,7,21,11,2,11,22,0,7,3,7166,5
TAMIL NADU,COIMBATORE,Irugur (TP),7459,25691,30,12,3,60,8,25,4,3,9,1,0,0,0,8689,3
TAMIL NADU,COIMBATORE,Sulur (TP),8014,27909,27.6,32,4,21,15,44,5,3,12,8,0,4,1,7658,14
TAMIL NADU,COIMBATORE,Pallapalayam (TP),3369,11910,12.99,9,0,0,0,0,6,0,15,5,0,0,0,3483,3
TAMIL NADU,COIMBATORE,Kannampalayam (TP),4577,15868,33.5,5,1,15,7,15,2,2,7,3,0,5,1,5906,2
TAMIL NADU,COIMBATORE,Kaniyur (CT),3444,12011,16,16,0,0,0,0,1,0,7,0,0,2,0,1488,2
TAMIL NADU,COIMBATORE,Arasur (CT),3306,11510,16,1,0,0,0,0,2,0,7,0,0,3,0,3965,2
TAMIL NADU,COIMBATORE,K.Madapur (CT),1637,5626,16,1,0,0,0,0,1,0,4,0,0,0,0,1141,3
TAMIL NADU,COIMBATORE,Muthugoundam Pudur (CT),3011,10259,5,1,0,0,0,0,1,0,3,3,0,3,0,3027,2
TAMIL NADU,COIMBATORE,Neelambur (CT),2471,8382,7,1,1,0,0,0,1,0,2,1,0,2,2,3056,1
TAMIL NADU,COIMBATORE,Chinniam palayam (CT),2349,8232,10,1,1,24,6,20,4,3,5,1,0,2,1,3051,1
TAMIL NADU,COIMBATORE,Pattanam (CT),2604,9196,7,1,1,15,5,15,4,2,4,0,0,0,0,3235,2
TAMIL NADU,COIMBATORE,Annur (TP),5610,20079,13.7,11,4,50,16,49,14,3,12,4,0,0,2,5787,9
TAMIL NADU,COIMBATORE,Veerapandi (TP),4740,16953,37.28,13,1,20,8,24,2,3,8,4,0,0,0,5900,3
TAMIL NADU,COIMBATORE,Gudalur (TP),10897,38859,14,70,2,35,15,40,8,0,9,5,0,2,1,6272,2
TAMIL NADU,COIMBATORE,Periyanaicken-palayam (TP),7377,25930,34.9,1,4,50,14,81,11,3,5,30,0,3,1,10563,4
TAMIL NADU,COIMBATORE,Idikarai (TP),2491,8686,16.36,1,1,15,4,17,2,2,4,0,0,0,0,2149,3
TAMIL NADU,COIMBATORE,Sarcarsamakulam (TP),2915,10289,25,15,2,24,8,20,2,3,7,4,0,4,0,3426,2
TAMIL NADU,COIMBATORE,Narasimhanaicken-palayam (TP),5023,17858,6,6,2,17,6,15,2,2,9,8,0,0,0,3138,4
TAMIL NADU,COIMBATORE,Kalapatti (TP),10969,39586,63.22,13,2,14,4,9,7,2,21,8,0,6,0,5908,5
TAMIL NADU,COIMBATORE,Saravanampatti (TP),9284,32920,30.51,14,2,85,8,32,30,4,8,11,0,5,1,10457,19
TAMIL NADU,COIMBATORE,Vellakinar (TP),4373,15998,12,1,5,15,15,42,11,3,10,28,1,7,2,5400,10
TAMIL NADU,COIMBATORE,Thudiyalur (TP),9223,33924,66.68,1,3,24,8,29,8,3,6,3,1,0,1,10653,4
TAMIL NADU,COIMBATORE,Chinnavedampatti (TP),5571,20122,6,1,3,0,0,0,9,0,6,9,0,7,0,5559,3
TAMIL NADU,COIMBATORE,Goundampalayam (M),22155,83908,48,44,6,80,25,45,16,0,7,32,0,0,2,24474,8
TAMIL NADU,COIMBATORE,Veerakeralam (TP),6536,23841,25,12,3,60,7,14,3,2,7,2,0,0,0,5682,3
TAMIL NADU,COIMBATORE,Kurudampalayam (CT),4985,18749,4,20,1,18,8,19,7,2,15,0,0,0,0,5169,2
TAMIL NADU,COIMBATORE,Ashokapuram (CT),3578,12993,5,15,1,21,7,18,5,2,17,8,0,0,0,4282,4
TAMIL NADU,COIMBATORE,Chinnathadagam (CT),2426,8407,17,1,2,20,7,27,6,3,7,5,0,0,0,2334,1
TAMIL NADU,COIMBATORE,Vilankurichi (CT),6608,24235,15,10,4,15,6,15,4,2,5,22,1,11,0,4146,4
TAMIL NADU,COIMBATORE,Somayampalayam (CT),4063,14787,25.5,1,0,0,0,0,3,0,5,23,0,0,0,5356,1
TAMIL NADU,COIMBATORE,Vadavalli (TP),10824,39873,83.25,21,3,30,9,27,9,3,9,3,0,1,2,14190,10
TAMIL NADU,COIMBATORE,Coimbatore (M Corp.),282839,1050721,938.19,56,59,602,171,685,669,15,211,52,7,19,35,330076,191
TAMIL NADU,COIMBATORE,Thondamuthur (TP),3320,11492,16.65,9,3,32,13,43,7,3,11,1,0,0,0,3084,4
TAMIL NADU,COIMBATORE,Dhaliyur (TP),3208,11500,16.26,10,1,15,7,14,3,2,5,11,0,0,0,4131,2
TAMIL NADU,COIMBATORE,Vedapatti (TP),3209,11658,7,4,1,15,7,14,3,2,4,5,0,0,0,3443,5
TAMIL NADU,COIMBATORE,Vellalur (TP),6837,24872,17.682,9,3,15,7,15,5,2,9,3,0,0,0,7359,5
TAMIL NADU,COIMBATORE,Kurichi (M),32830,123667,107.41,1,7,60,10,24,26,2,20,36,0,6,3,34496,8
TAMIL NADU,COIMBATORE,Kuniyamuthur (M),25270,95924,122,8,4,70,13,77,7,2,29,25,0,9,0,23020,8
TAMIL NADU,COIMBATORE,Perur (TP),2211,8004,18,1,1,24,5,15,4,2,8,1,1,0,0,2543,3
TAMIL NADU,COIMBATORE,Thenkarai (TP),2093,7349,10,9,1,9,5,22,2,2,7,0,0,0,0,2146,3
TAMIL NADU,COIMBATORE,Pooluvapatti (TP),3575,12853,18.2,19,1,9,7,20,3,2,10,4,0,0,1,2596,3
TAMIL NADU,COIMBATORE,Alanthurai (TP),2004,7221,7,12,0,0,0,0,4,0,8,0,0,2,1,1992,2
TAMIL NADU,COIMBATORE,Chettipalayam (TP),2841,10366,32.152,26,1,18,6,17,4,2,6,6,0,0,0,2486,2
TAMIL NADU,COIMBATORE,Madukkarai (TP),8153,30357,35.07,5,3,40,10,31,10,3,14,10,0,7,1,8482,4
TAMIL NADU,COIMBATORE,Ettimadai (TP),2564,9352,29.24,12,0,0,0,0,4,0,6,4,0,4,0,3399,4
TAMIL NADU,COIMBATORE,Othakalmandapam (TP),3394,12207,7,4,0,0,0,0,3,0,4,4,0,6,0,3452,4
